id,name,retailer,price,category,ingredients,image,link,similar,gluten,lactose,nut
1393,Specially Selected Caramel Iced Doughnuts 4 Pack,aldi,1.99,bakery,"Caramel Flavour Icing (33%) (Sugar, Glucose Syrup, Water, Caramelised Sugar Syrup, Palm Oil, Rapeseed Oil, Stabiliser: Agar; Preservative: Potassium Sorbate; Salt, Flavouring, Emulsifiers: Lecithins (soya), Mono- And Diglycerides Of Fatty Acids), wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Chocolate Flavoured Icing (Sugar, Palm Kernel Oil, Whey Powder (milk), Fat Reduced Cocoa Powder, Emulsifier: Lecithins (soya); Flavouring), Palm Fat, Dextrose, Rapeseed Oil, Raising Agents: Diphosphates, Sodium Carbonates; Yeast, Sugar, Salt, Whole egg Powder, Whey Powder (milk), Emulsifiers: Mono- And Diglycerides Of Fatty Acids, Sodium Stearoyl-2-lactylate; Thickeners: Guar Gum, Hydroxypropyl Methyl Cellulose; Flavouring, Flour Treatment Agent: Ascorbic Acid.",4088600422855_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-caramel-iced-doughnuts-4-pack/4088600422855,,False,False,True
1394,Specially Selected Sliced Brioche Bagels 300g/4 Pack,aldi,1.59,bakery,"wheat flour, Water, egg (8%), Sugar, Rapeseed Oil, Invert Sugar Syrup, Butter (2.5%) (milk), Yeast, Whole milk Powder, Salt, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Flavouring; wheat gluten, rye Flour, milk Proteins, Deactivated Yeast, Colour: Carotenes.",4088600256863_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-sliced-brioche-bagels-300g4-pack/4088600256863,,False,False,True
1395,Specially Selected Sliced Seeded Brioche Bagels 4 Pack,aldi,1.59,bakery,"wheat flour, egg (8%), Sugar, Water, Rapeseed Oil, Invert Sugar Syrup, Butter (2.5%)(milk), sesame seeds (2%), Yeast, Salt, Whole milk Powder, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Natural Flavourings, wheat gluten, milk Protein, Malted rye Flour, Deactivated Yeast, Colour: Carotenes.",4088600432199_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-sliced-seeded-brioche-bagels-4-pack/4088600432199,,False,False,True
1396,Holly Lane Chocolate Chip Mini Muffins 360g/16 Pack,aldi,1.69,bakery,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Rapeseed Oil, milk Chocolate Chips (11%) (Sugar, Whole milk Powder, Cocoa Butter*, Cocoa Mass*, Whey Powder (milk), Emulsifier: Lecithins (soya (Contains peanuts)); Vanilla Extract), Pasteurised egg, Humectant: Glycerol; Raising Agents: Diphosphates, Sodium Carbonates, Calcium Phosphates, Potassium Carbonate; Emulsifiers: Polyglycerol Esters Of Fatty Acids, Mono- And Diglycerides Of Fatty Acids; Modified Maize Starch, Dextrose, Preservative: Potassium Sorbate; Stabiliser: Xanthan Gum; Acidity Regulator: Citric Acid; Salt, Whey Powder (milk), Flavouring, soya Flour. *Rainforest Alliance Certified. Find Out More At Ra.Org",4088600084442_0.jpg,https://groceries.aldi.co.uk/en-GB/p-holly-lane-chocolate-chipmini-muffins-360g16-pack/4088600084442,,False,False,True
1397,Holly Lane Mini Double Chocolate Muffins 360g/16 Pack,aldi,1.69,bakery,"Sugar, Rapeseed Oil, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised egg, milk Chocolate Chips (6%) (Sugar, Whole milk Powder, Cocoa Butter*, Cocoa Mass*, Whey Powder (milk), Emulsifier: Lecithins (soya (Contains peanuts)); Vanilla Extract), Fat Reduced Cocoa Powder* (3.5%), wheat Starch, Raising Agents: Potassium Carbonate, Diphosphates, Calcium Phosphates; Emulsifiers: Polyglycerol Esters Of Fatty Acids, Mono- And Diglycerides Of Fatty Acids; Whey Powder (milk), Preservative: Potassium Sorbate; Acidity Regulator: Citric Acid; Salt, Stabiliser: Xanthan Gum; soya Flour, Flavouring. *Rainforest Alliance Certified. Find Out More At Ra.Org",4088600084459_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-holly-lane-mini-double-chocolate-muffins-360g16-pack/4088600084459,,False,False,True
1398,Holly Lane Choc Macaroons 225g/6 Pack,aldi,1.09,bakery,"Desiccated Coconut (29%), Sugar, Corn Glucose Syrup, Chocolate Flavour Decoration (13%) (Sugar, Palm Fat, Palm Kernel Fat, Cocoa Powder, Emulsifiers: Lecithins (soya), Sorbitan Tristearate), Potato Starch, Dextrose, Water, Dried egg White Powder, Skimmed milk Powder.",4088600209821_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-holly-lane-choc-macaroons-225g6-pack/4088600209821,,True,False,True
1399,Holly Lane Coconut Macaroons 190g/6 Pack,aldi,1.09,bakery,"Desiccated Coconut (33%), Sugar, Glucose Syrup, Potato Starch, Dextrose, Water, Pasteurised Dried egg White, Skimmed milk Powder.",4088600209838_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-holly-lane-coconut-macaroons-190g6-pack/4088600209838,,True,False,True
1400,Village Bakery White Sliced Rolls 670g/12 Pack,aldi,1.05,bakery,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Yeast, Sugar, Salt, Vegetable Oils (Rapeseed Oil, Palm Oil), soya Flour, Emulsifier: Sodium Stearoyl-2-lactylate; Preservative: Calcium Propionate; Flour Treatment Agent: Ascorbic Acid.",4088600010403_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-village-bakery-white-sliced-rolls-670g12-pack/4088600010403,,False,True,True
1401,Village Bakery Sesame Bagels 425g/5 Pack,aldi,0.99,bakery,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, sesame seeds (3.5%), rye Flour, Sugar, Rapeseed Oil, Yeast, Salt, Spirit Vinegar, Preservative: Calcium Propionate; Malted barley, Flour Treatment Agent: Ascorbic Acid.",4088600259390_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-village-bakery-sesame-bagels-425g5-pack/4088600259390,,False,True,True
1402,Specially Selected Triple Chocolate Cookies 80g/4 Pack,aldi,1.39,bakery,"Sugar, wheat flour (wheat flour, wheat gluten, Calcium Carbonate, Iron, Niacin, Thiamin), Belgian Dark Chocolate Chunks (16%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Lecithins (soya); Flavouring), Belgian White Chocolate Chunks (16%) (Sugar, Whole milk Powder, Cocoa Butter, Skimmed milk Powder, Emulsifier: Lecithins (soya); Flavouring), Palm Oil, Rapeseed Oil, Fat Reduced Cocoa Powder (4.5%), Demerara Sugar, Whey Solids (milk), Humectant: Glycerol; Whole egg Powder, Flavourings, Dextrose, Raising Agent: Sodium Carbonates; Salt, Emulsifier: Polyglycerol Esters Of Fatty Acids; Colours: Annatto, Curcumin.",4088600266787_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-triple-chocolate-cookies-80g4-pack/4088600266787,,False,False,True
1403,Bon Appetit! All Butter Croissants 440g/8 Pack,aldi,2.55,bakery,"wheat flour, Butter (milk) (24%), Water, Sugar, Yeast, wheat gluten, Pasteurised Free Range egg, Salt, Flour Treatment Agent: Ascorbic Acid; Enzyme.",4088600412177_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-bon-appetit-all-butter-croissants-440g8-pack/4088600412177,,False,False,True
1404,The Fishmonger Battered Cod Fillets 500g/4 Pack,aldi,3.59,frozen,"Cod (Gadus Morhua And/Or Gadus Macrocephalus) (52%) (fish), wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Vegetable Oils (Rapeseed Oil, Sunflower Oil), wheat Starch, Salt, Raising Agents: Diphosphates, Sodium Carbonates; Maize Flour, Yeast Extract, Palm Fat, Dextrose, Colour: Paprika Extract, Black Pepper Extract, Yeast.",4088600279596_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-the-fishmonger-battered-cod-fillets-500g4-pack/4088600279596,,False,True,True
1405,Just Like Grandma's Golden Yorkshire Puddings 230g/12 P,aldi,1.15,frozen,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised egg White, Water, Pasteurised Whole egg, Rapeseed Oil, Skimmed milk Powder, Salt.",4088600019772_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-just-like-grandmas-golden-yorkshire-puddings-230g12-pack/4088600019772,,False,False,True
1406,Four Seasons French Fries Golden & Crispy 1kg,aldi,1.19,frozen,"Potatoes (91%), Sunflowe Oil (6%), wheat flour, Rice Flour, Corn Starch, Modified Tapioca Starch, Salt, Spice Extracts, Stabiliser: Xanthan Gum.",4088600101217_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-french-fries-golden-crispy-1kg/4088600101217,,False,True,True
1407,Four Seasons Homestyle Chips 1kg,aldi,1.29,frozen,"Potato (91%), Sunflower Oil (5%), wheat flour, Rice Flour, Corn Starch, Modified Tapioca Starch, Salt, Spice Extracts, Thickener: Xanthan Gum.",4088600101125_0_L.png,https://groceries.aldi.co.uk/en-GB/p-four-seasons-homestyle-chips-1kg/4088600101125,,False,True,True
1408,Roosters Chicken Nuggets 450g,aldi,1.55,frozen,"Chicken Breast (60%), wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, wheat flour, Salt, Dextrose, Tapioca Starch, Paprika, Yeast, Skimmed milk Powder.",4088600245270_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-chicken-nuggets-450g/4088600245270,,False,False,True
1409,Roosters Chicken Quarter Pounders 227g/2 Pack,aldi,1.69,frozen,"Chicken Breast (47%), Water, Rapeseed Oil, Rice Flour, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), wheat Starch, Salt, barley malt, Maize Flour, Raising Agents: Diphosphates, Sodium Carbonates; Yeast, Rice Bran.",4088600319124_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-chicken-quarter-pounders-227g2-pack/4088600319124,,False,True,True
1410,Carlos Twin Pack Garlic Baguettes 338g,aldi,0.85,frozen,"wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Margarine (Rapeseed Oil, Palm Oil, Water, Palm Stearin, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Flavouring, Colour: Carotenes), Butter (4%) (milk), Garlic Purée (4%), Yeast, Salt, Parsley (0.5%), Palm Oil, Flour Treatment Agent: Ascorbic Acid; wheat flour.",4088600203331_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carlos-twin-pack-garlic-baguettes-338g/4088600203331,,False,False,True
1411,Four Seasons Blueberries 400g,aldi,2.29,frozen,,4088600109886_0_L.png,https://groceries.aldi.co.uk/en-GB/p-four-seasons-blueberries-400g/4088600109886,,,,
1412,Four Seasons Crispy Skin On Fries 1kg,aldi,1.69,frozen,"Potato (87%), Sunflower Oil, Modified Potato Starch, Rice Flour, Potato Starch, Salt, Dextrin, Raising Agents: Diphosphates, Sodium Carbonates; Dextrose, Spice Extracts, Thickener: Xanthan Gum.",4088600419947_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-crispy-skin-on-fries-1kg/4088600419947,,True,True,True
1413,Roosters Chicken Dippers 450g,aldi,1.55,frozen,"Chicken Breast (51%), Rapeseed Oil, wheat flour, Water, Maize Flour, Pea Fibre, Salt, Tapioca Starch, Skimmed milk Powder, Yeast Extract, Raising Agents: Diphosphates, Sodium Carbonates; Yeast, Dextrose, Onion Powder, Flavourings, Acid: Citric Acid.",4088600245287_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-chicken-dippers-450g/4088600245287,,False,False,True
1414,Roosters Gastro Buttermilk Chicken Thigh Burgers 2 Pack,aldi,2.45,frozen,"Chicken Thigh Fillet (66%), Rapeseed Oil, wheat flour, Water, Breadcrumb (wheat flour, Salt, Yeast, Flavouring), Modified Potato Starch, Modified Maize Starch, wheat gluten, Maize Starch, Salt, Stabilisers: Triphosphates, Diphosphates, Sodium Citrates; Maize Flour, Chickpea Flour, Rice Starch, Onion Powder, Butter Powder (milk), Garlic Powder, oat Fibre, Sugar, Flavourings, Fructose, Roasted Onion Powder, Citrus Fibre, Colour: Paprika Extract; Onion Extract.",4088600348841_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-gastro-buttermilk-chicken-thigh-burgers-2-pack/4088600348841,,False,False,True
1415,Roosters Breaded Chicken Goujons 320g,aldi,1.35,frozen,"Chicken Breast (56%), wheat flour, Rapeseed Oil, Water, Salt, Pea Fibre, Tapioca Starch, Skimmed milk Powder, Dextrose, Maize Starch, wheat Starch, Yeast, wheat gluten, Flavourings, Raising Agents: Diphosphates, Sodium Carbonates; Aniseed, Black Pepper, Fennel, White Pepper, Dried Garlic, Dried Onion, Onion Powder, Acidity Regulator: Citric Acid; Colours: Curcumin; Paprika Extract, Yeast Extract, Acid: Citric Acid.",4088600245607_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-breaded-chicken-goujons-320g/4088600245607,,False,False,True
1416,Roosters Southern Fried Chicken Goujons 320g,aldi,1.35,frozen,"Chicken Breast (56%), wheat flour, Rapeseed Oil, Water, Modified Maize Starch, Maize Flour, Salt, Pea Fibre, Tapioca Starch, Dextrose, Skimmed milk Powder, Black Pepper, wheat Starch, Yeast Extract, Natural Flavourings, Maize Starch, Raising Agent: Diphosphates, Sodium Carbonates; wheat gluten, Dried Garlic, Dried Onion, Paprika Extract, Aniseed, Yeast, Fennel, White Pepper, Onion Powder, celery, Thickener: Guar Gum; Acidity Regulator: Citric Acid; Acid: Citric Acid.",4088600245584_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-roosters-southern-fried-chicken-goujons-320g/4088600245584,,False,False,True
1417,Gianni's Ice Cubes 2kg,aldi,0.89,frozen,,4088600164175_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-giannis-ice-cubes-2kg/4088600164175,,,,
1418,Four Seasons Diced White Onions 500g,aldi,0.89,frozen,Onion (100%).,4088600213460_0.jpg,https://groceries.aldi.co.uk/en-GB/p-four-seasons-diced-white-onions-500g/4088600213460,,True,True,True
1419,Specially Selected Naturally Sweet Raw Peeled Argentian,aldi,4.69,frozen,"Argentine Red shrimp (Pleoticus Muelleri) (crustacean), Antioxidant: Sodium metabisulphite.",4088600277233_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-naturally-sweet-raw-peeled-argentian-red-shrimps-250g/4088600277233,,True,True,True
1420,Gianni's Really Creamy Vanilla Ice Cream 900ml,aldi,1.69,frozen,"Reconstituted Skimmed milk Concentrate, Partially Reconstituted Whey Powder (milk), Glucose Syrup, Coconut Oil, Sugar, Flavourings, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Guar Gum, Locust Bean Gum; Ground Vanilla Pods, Colours: Beetroot Red, Carotenes.",4088600114972_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-giannis-really-creamy-vanilla-ice-cream-900ml/4088600114972,,True,False,True
1421,Gianni's Triple Chocolate Ice Cream 900ml,aldi,1.69,frozen,"Dark Chocolate Ice Cream (43%) [Reconstituted Skimmed milk Concentrate, Partially Reconstituted Whey Powder (milk), Glucose Syrup, Sugar, Coconut Oil, Fat Reduced Cocoa Powder, Dark Chocolate Pieces (Cocoa Mass, Sugar, Cocoa Butter, Fat Reduced Cocoa Powder, Emulsifier: Lecithins (soya)), Cocoa Mass, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Guar Gum, Locust Bean Gum)], milk Chocolate Ice Cream (42%) [Reconstituted Skimmed milk Concentrate, Partially Reconstituted Whey Powder (milk), Glucose Syrup, Sugar, Coconut Oil, Fat Reduced Cocoa Powder, milk Chocolate Pieces (Sugar, Whole milk Powder, Cocoa Butter, Cocoa Mass, Whey Powder (milk), Skimmed milk Powder, Emulsifier: Lecithins (soya), Flavouring), Cocoa Mass, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Guar Gum, Locust Bean Gum], Chocolate Sauce (13%) [Water, Sugar, Glucose Syrup, Dark Chocolate (Cocoa Mass, Sugar, Cocoa Butter, Fat Reduced Cocoa Powder, Emulsifier: Lecithins (soya)), Skimmed milk Concentrate, Cornflour, Cream (milk), Salted Butter (Butter (milk), Salt), Fat Reduced Cocoa Powder, Tapioca Starch, Salt], Triple Chocolate Curls (2%) [Dark Chocolate Curls (Cocoa Mass, Sugar, Cocoa Butter, Butter Oil (milk), Emulsifier: Lecithins (soya); Flavouring), milk Chocolate Curls (Sugar, Cocoa Butter, Whole milk Powder, Cocoa Mass, Lactose (milk), Whey Powder (milk), Emulsifier: Lecithins (soya); Flavouring), White Chocolate Curls (Sugar, Cocoa Butter, Whole milk Powder, Lactose (milk), Whey Powder (milk), Emulsifier: Lecithins (soya); Flavouring)].",4088600115009_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-giannis-triple-chocolate-ice-cream-900ml/4088600115009,,True,False,True
1422,Gianni's Toffee & Vanilla Ice Cream 900ml,aldi,1.69,frozen,"Toffee Flavoured Ice Cream (Reconstituted Skimmed milk Concentrate, Partially Reconstituted Whey Powder (milk), Glucose Syrup, Coconut Oil, Sugar, Caramelised Sugar Syrup, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Guar Gum, Locust Bean Gum; Flavourings), Vanilla Flavoured Ice Cream (Reconsitiuted Skimmed milk Concentrate, Partially Reconstituted Whey Powder (milk), Glucose Syrup, Coconut Oil, Sugar, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Stabilisers: Locust Bean Gum, Guar Gum, Flavourings, Colour: Carotenes), Toffee Sauce (13%) [Sugar, Salted Butter (Butter (milk), Salt), Glucose Syrup, Water, Skimmed milk Concentrate, Invert Sugar Syrup, Skimmed milk Powder, Dark Muscovado Sugar, Cornflour, Emulsifier: Mono- And Diglycerides Of Fatty Acids; Caramelised Sugar Syrup, Gelling Agent: Pectins], Caramel Pieces (3%) [Sugar, Glucose Syrup, Sweetened Condensed Skimmed milk (Skimmed milk, Sugar), Coconut Oil, Salted Butter (Butter (milk), Salt), Water, Cornflour, Salt].",4088600115016_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-giannis-toffee-vanilla-ice-cream-900ml/4088600115016,,True,False,True
1423,Specially Selected Emmental & Asparagus Parcels 400g/2,aldi,1.85,frozen,"Asparagus And Cheese Filling (50%) [Asparagus (14%), Water, Sweet Potato, Potato, Spinach Leaf, Cheese Powder (Glucose Syrup, Cheese Powder (milk), Yeast Extract, Salt, Flavouring (Contains milk), Sunflower Oil), Emmental Cheese (8%) (milk), Mature Cheddar Cheese (milk), Whipping Cream (milk), Modified Maize Starch, Garlic Purée, Stabiliser: Methyl Cellulose; Potato Flake (Potato, Emulsifier: Mono- And Diglycerides Of Fatty Acids), Dried Black Pepper, Dried Ground White Pepper Dried Ground Nutmeg,], Puff Pastry (50%) [wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Palm Oil, Rapeseed Oil, Salt, Emulsifier: Mono- And Diglycerides Of Fatty Acids], Glaze (Water, Dried Glucose Syrup, Corn Starch, milk Proteins), Dried Parsley.",4088600284859_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-emmental-asparagus-parcels-400g2-pack/4088600284859,,False,False,True
1424,Specially Selected Red Pepper & Mozzarella Parcels 400g,aldi,1.85,frozen,"Mozzarella,Red Pepper And Tomato Filling (50%) [Mozzarella (24%) (milk), Water, Red Pepper (15%), Spinach Leaf (10%), Onion, Tomato (8%), Tomato Seasoning (Sugar, Dried Tomato, Salt, Dried Onion, Dried Basil, Dried Garlic, Spices, Acidity Regulator: Citric Acid; Dried Rosemary, Colour: Paprika Extract; Garlic Extract, Basil Extract), Modified Maize Starch, Garlic Purée, Potato Flakes (Potato, Emulsifier: Mono- And Diglycerides Of Fatty Acids), Stabiliser: Methyl Cellulose; Dried Oregano], Puff Pastry (50%) [wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Palm Oil, Rapeseed Oil, Salt, Emulsifier: Mono- And Diglycerides Of Fatty Acids], Glaze (Water, Dried Glucose Syrup, Corn Starch, milk Proteins), Dried Parsley.",4088600284866_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-red-pepper-mozzarella-parcels-400g2-pack/4088600284866,,False,False,True
1425,Oakhurst Cook From Frozen Chicken King Kebab Peri Peri,aldi,5.49,frozen,"Chicken Leg In Peri Peri Marinade (96%) [Chicken Leg (93%), Peri Peri Marinade (7%) (Sugar, Salt, Maize Starch, Maltodextrin, Chilli Flakes, Black Pepper, Coriander Seeds, Malted barley Extract, Ground Cumin, Paprika Extract, Ground Paprika, Flavouring, Garlic Granules, Stabiliser: Xanthan Gum; Acid: Citric Acid; Allspice, Bird's Eye Chilli, Dried Parsley, Smoked Salt)], Water.",4088600119175_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-oakhurst-cook-from-frozen-chicken-king-kebab-peri-peri-924g/4088600119175,,False,True,True
1426,Carlos Thin Crust Stonebaked Double Pepperoni Pizza 330,aldi,1.25,frozen,"wheat flour, Tomato Sauce [Tomato Purée, Sugar, Dried Garlic, Dried Herbs, Pepper], Mozzarella Cheese (milk), Water, Smoked Pepperoni (9%) [Pork, Pork Fat, Salt, Dextrose, Spices, Spice Extracts, Antioxidants: Extracts Of Rosemary, Sodium Ascorbate; Preservative: Sodium Nitrite], Mini Smoked Pepperoni (5%) [Pork, Pork Fat, Salt, Dextrose, Spices, Spice Extracts, Sugar, Antioxidants: Sodium Erythorbate, Extracts Of Rosemary; Preservative: Sodium Nitrite], Rapeseed Oil, Yeast, Salt, Dextrose, Dried Herbs, Dried Garlic, Pepper.",4088600285825_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carlos-thin-crust-stonebaked-double-pepperoni-pizza-330g/4088600285825,,False,False,True
1427,Crestwood Red Onion & Goats Cheese Lattices 2x150g,aldi,1.69,frozen,"Water, wheat flour, Red Onions (13%), Palm Oil, Goats Cheese (6%) (milk), Modified Potato Starch, Honey, Quark Cheese (milk), milk Whey Powder, Chia Seeds (Salvia Hispanica), Salt, Rapeseed Oil, Sugar, wheat gluten, Lactose (milk), Stabilisers: Hydroxypropyl Methyl Cellulose, Guar Gum; Skimmed milk Powder, milk Protein, Cream Powder (milk), Dried egg Powder, Acidity Regulator: Citric Acid; Emulsifier: Mono- And Diglycerides Of Fatty Acids; Nutmeg, Black Pepper.",4088600292137_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-crestwood-red-onion-goats-cheese-lattices-2x150g/4088600292137,,False,False,True
1428,Plant Menu Vegetable Fingers 453g/16 Pack,aldi,1.69,frozen,"Carrot (24%), wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sweetcorn (13%), Water, Peas (12%), Onion (8%), Potato Flakes, Sunflower Oil, Potato, Salt, Dextrose, Sugar, Onion Powder, Paprika, Turmeric, Yeast, White Pepper.",4088600300658_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-plant-menu-vegetable-fingers-453g16-pack/4088600300658,,False,True,True
1429,Crestwood Cheese & Spring Onion Crisp Bakes 454g/4 Pack,aldi,1.69,frozen,"Onion (26%), Potato, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Mature Cheddar Cheese (6%) (Cheddar Cheese (milk), Potato Starch), Spring Onions (5%), Potato Flake, Medium Fat Soft Cheese (4%)(milk), Sunflower Oil, Mozzarella Cheese (2.5%) (Mozzarella Cheese (milk), Potato Starch), Cheese Powder (milk), wheat gluten, Salt, Cream Powder (milk), rye Flour, Yeast, Dried wheat Sourdough, Cider Vinegar, Flavouring (Contains milk), Yeast Extract, Black Pepper, Pea Fibre.",4088600300665_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-crestwood-cheese-spring-onion-crispbakes-454g4-pack/4088600300665,,False,False,True
1430,Inspired Cuisine Fisherman's Pie 340g,aldi,1.15,frozen,"Reconstituted Potato Topping (49%) [Partially Reconstituted Dried Potato, Rapeseed Oil, Dextrose, Salt, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Potato Starch, Flavourings], Butter Sauce (33%) [Water, milk Proteins, Butter (5%) (milk), Cornflour, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Seasoning (Salt, wheat flour (wheat flour, Calcium Carbonate, Iron, Niacin, Thiamin), Onion Powder, Yeast Extract, White Pepper, Sunflower Oil), Parsley, Colours: Paprika Extract, Curcumin; Flavouring], Alaska Pollock (Theragra Chalcogramma) (15%) (fish), Red Cheddar Cheese (2%) (Cheddar Cheese (milk), Colour: Annatto).",4088600131634_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-inspired-cuisine-fishermans-pie-340g/4088600131634,,False,False,True
1431,Carlos Stonebaked Flatbread Chicken & Mango 390g,aldi,2.29,frozen,"Base (wheat flour, Water, Yeast, Dextrose, Rapeseed Oil, Salt), Crème Fraîche Sauce (18%) (Crème Fraîche (milk), Water, Maize Starch, Rapeseed Oil, Pea Starch, Salt, Pepper), Mango Chutney Sauce (12%) [Mango Chutney (52%) (Mango (50%), Sugar, Glucose-fructose Syrup, Cider Vinegar, Rice Starch, Spices, Thickener: Carob Gum; Salt, Concentrated Lemon Juice, Natural Flavouring, Water), Crème Fraîche (milk), Water, Rapeseed Oil, wheat flour, Potato Starch, Salt, wheat Starch, Pepper], Mozzarella Cheese (12%) (milk), Red And Yellow Grilled Peppers (10%), Cooked Chicken (9%) (Chicken (96%), Dextrose, Salt, Modified Maize Starch, Acidity Regulator: Sodium Carbonates; Stabiliser: Diphosphates; Garlic, Onion Powder), Red Onion (4%), Spring Onion (1.5%), Rapeseed Oil, Spices, Garlic, Salt, Herbs, Onion Powder, Sunflower Oil.",4088600132464_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carlos-stonebaked-flatbread-chicken-mango-390g/4088600132464,,False,False,True
1432,Carlos Stonebaked Flatbread Calabrese Salami 385g,aldi,2.29,frozen,"Base (wheat flour, Water, Rapeseed Oil, Yeast, Salt, Dextrose), Crème Fraiche Sauce (18%) (Water, Crème Fraiche (milk), Maize Starch, Rapeseed Oil, Pea Starch, Salt, Pepper), Mozzarella Cheese (12%) (milk), Barbecue Style Sauce (12%) [Tomato Purée, Sugar, Spiced Plum Purée (Plums, Glucose-fructose Syrup, Sugar, Spices), Spirit Vinegar, Concentrated Pineapple Juice, Salt, Pea Starch, Smoked Paprika, Concentrated Lemon Juice, Spices, Dried Garlic, wheat flour, Potato Starch, wheat Starch], Calabrese Salami (7%) (Pork (77%), Pork Fat, Salt, Spices, Dextrose, Glucose Syrup, Spice Extracts, Antioxidants: Sodium Ascorbate, Extracts Of Rosemary; Preservative: Sodium Nitrite), Roasted Bacon With Added Water (5%) (Pork (82%), Water, Salt, Dextrose, Stabiliser: Triphosphates; Antioxidant: Ascorbic Acid; Preservative: Sodium Nitrite), Red Onion (5%), Pepperoni (4%) (Pork (75%), Pork Fat, Salt, Dextrose, Spices, Spice Extracts, Sugar, Antioxidants: Sodium Erythorbate, Extracts Of Rosemary; Preservative: Sodium Nitrite), Marinated Semi Dried Tomatoes (4%) (Semi Dried Tomatoes, Sunflower Oil, Salt, Herbs, Garlic), Dried Parsley.",4088600132471_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carlos-stonebaked-flatbread-calabrese-salami-385g/4088600132471,,False,False,True
